cmd_vel_x,cmd_vel_y,cmd_vel_z,cmd_ang_x,cmd_ang_y,cmd_ang_z,orient_x,orient_y,orient_z,orient_w,imu_ang_x,imu_ang_y,imu_ang_z,imu_accel_x,imu_accel_y,imu_accel_z,quaternion_norm,roll,pitch,yaw,imu_ang_magnitude,imu_accel_magnitude,delta_roll,delta_pitch,delta_yaw
0.1,0,0,0,0,0.3,-0.000753505,0.002490641,0.080466472,0.996753919,-0.000942297,-0.000194572,0.300018531,-0.046251423,0.014047703,9.809223623,1,-1.649075286,-0.350960926,-0.732695487,1.016693778,0.004172042,0.000384938,-0.000134673,0.085919996
0.1,0,0,0,0,0.3,-0.000751881,0.002489692,0.081213784,0.996693312,-0.001520069,0.000349504,0.299742095,-0.056458827,-0.00351018,9.778410892,1,-1.641995516,-0.352176531,-0.730289259,1.015193157,-0.061413232,0.000395168,-7.62E-05,0.085918238
0.1,0,0,0,0,0.3,-0.000750209,0.002489263,0.081961035,0.996632144,-0.00111364,0.000626589,0.299859512,-0.044650523,0.024284203,9.779946282,1,-1.634733174,-0.352460219,-0.727883085,1.015829086,-0.058207649,0.000405359,-1.78E-05,0.085916315
0.1,0,0,0,0,0.3,-0.000748491,0.002489354,0.082708222,0.996570415,-0.000986112,0.000687547,0.29978953,-0.049633625,0.026795462,9.792807974,1,-1.627288993,-0.351811471,-0.725476965,1.015443995,-0.030727042,0.000415508,4.07E-05,0.085914368
0.1,0,0,0,0,0.3,-0.000746728,0.002489965,0.083455347,0.996508127,-0.000744715,0.000857199,0.300122078,-0.060482929,0.028848295,9.795207911,1,-1.619663707,-0.350229773,-0.723070896,1.017264353,-0.025469024,0.000425617,9.92E-05,0.085912528
0.1,0,0,0,0,0.3,-0.000744922,0.002491096,0.08420241,0.996445279,-0.001093687,0.000728245,0.299828608,-0.05209939,0.064757266,9.766226911,1,-1.611858061,-0.347714801,-0.720664873,1.015660641,-0.086979437,0.000435684,0.000157753,0.085910897
0.1,0,0,0,0,0.3,-0.000743074,0.002492748,0.084949415,0.99638187,-0.000985508,0.000835483,0.300053388,-0.050906987,0.039974126,9.786893157,1,-1.603872825,-0.344266274,-0.718258888,1.016891519,-0.043225047,0.000445708,0.00021631,0.085909563
0.1,0,0,0,0,0.3,-0.000741186,0.002494921,0.085696363,0.996317901,-0.000728102,0.001391413,0.29998153,-0.079492786,0.050723347,9.799772291,1,-1.595708783,-0.339883963,-0.71585293,1.016505144,-0.015261171,0.000455689,0.000274883,0.085908584
0.1,0,0,0,0,0.3,-0.00073926,0.002497615,0.086443258,0.996253371,-0.0011887,0.001584947,0.299819305,-0.031713814,0.015456275,9.806033144,1,-1.587366736,-0.334567686,-0.713446989,1.015629764,-0.002747349,0.000465624,0.000333466,0.085907994
0.1,0,0,0,0,0.3,-0.000737297,0.00250083,0.087190102,0.99618828,-0.0002525,0.002074968,0.299589629,-0.055651729,0.031540207,9.81032178,1,-1.578847498,-0.328317309,-0.711041053,1.01437562,0.006703537,0.000475514,0.000392058,0.085907798
0.1,0,0,0,0,0.3,-0.000735298,0.002504567,0.087936899,0.996122627,-0.000836308,0.001826191,0.299870899,-0.064176541,0.02690732,9.800601782,1,-1.570151896,-0.321132743,-0.708635112,1.015913402,-0.013933457,0.000485358,0.000450655,0.085907974
0.1,0,0,0,0,0.3,-0.000733265,0.002508825,0.088683651,0.996056413,-0.00100034,0.00228746,0.29995983,-0.061160057,0.006591923,9.788590354,1,-1.561280769,-0.313013944,-0.706229157,1.016420662,-0.039651539,0.000495156,0.000509256,0.08590848
0.1,0,0,0,0,0.3,-0.000731201,0.002513604,0.089430359,0.995989637,-0.001048013,0.00242254,0.300108341,-0.056432533,0.008169142,9.792483207,1,-1.552234968,-0.30396091,-0.70382318,1.017240921,-0.031411698,0.000504905,0.000567856,0.085909256
0.1,0,0,0,0,0.3,-0.000729106,0.002518904,0.090177026,0.9959223,-0.000688682,0.002755905,0.299680558,-0.068683849,0.003512725,9.817430392,1,-1.543015354,-0.293973682,-0.701417176,1.01490756,0.021925128,0.000514607,0.000626454,0.08591023
