_cmd_vel_linear,_cmd_vel_angular,_scan_ranges,min_range,max_range,mean_range,variance_range,median_range,percentage_of_4,Anomaly
"geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","[4.         4.         4.         4.         4.         4.
 4.         3.09942842 3.04961514 3.01241684 2.02177787 1.96526074
 1.94520772 1.93197525 1.94753206 1.93499541 1.96395671 2.00119972
 4.         4.         4.         1.00474322 0.95213115 0.92730063
 0.93213582 0.92450219 0.92130226 0.89596951 0.89747423 0.91523838
 0.88860345 0.92024815 0.9332     0.93271363 0.94155669 0.97669339
 1.03325224 2.45262504 2.43915343 2.46320128 2.46687508 2.52779937
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         1.75683391 1.74585044 1.72522795 1.71081543
 1.71669888 1.72774041 1.71625125 1.73263335 1.78844655 3.3609426
 3.3285048  3.31579757 3.26588035 3.25638676 3.22242713 3.21146107
 3.19252682 3.08853912 2.85471916 2.67541194 2.57316256 2.55679202
 2.54725432 2.55900383 2.53483105 2.52661729 2.52864313 2.52626801
 2.50742745 2.42796612 2.35158253 2.25993705 2.17222762 2.12328267
 2.04396677 1.999084   1.94990265 1.87931657 1.84548128 1.78823864
 1.75525784 1.69485819 1.64833367 1.64337456 1.6067872  1.55873823
 1.55093265 1.49529922 1.46367383 1.4472295  1.42998838 1.39807677
 1.36997414 1.35079336 1.34945679 1.32250047 1.31541824 1.29424953
 1.27799702 1.25759733 1.24542272 1.23992181 1.20130205 1.21085083
 1.19687641 1.17825353 1.17745304 1.14182806 1.12703729 1.1375941
 1.13884735 1.12321126 1.11689615 1.10022008 1.10016978 1.10258365
 1.07023895 1.07190681 1.04864907 1.0410012  1.06938291 1.06190491
 1.06112587 1.05054331 1.05128598 1.02967751 1.04170597 1.0373559
 1.02552986 1.03263116 1.02934277 1.0237788  1.03151488 1.03333485
 1.0500015  1.00116169 0.98926872 0.95584214 0.92835277 0.90335667
 0.88895267 0.87495118 0.86564165 0.84412146 0.83423471 0.79097962
 0.80032748 0.76155686 0.74277884 0.74763227 0.73985445 0.72995472
 0.71393067 0.70497066 0.68846804 0.68400353 0.67447567 0.64667153
 0.66478091 0.66141564 0.6290648  0.62501627 0.63378704 0.61094207
 0.61437052 0.6090917  0.59914488 0.57524669 0.56322002 0.59661639
 0.58015108 0.58559382 0.56780899 0.58229178 0.56699741 0.5465731
 0.56516165 0.55750072 0.5571081  0.54178101 0.54612643 0.54313999
 0.54463369 0.54129761 0.5330016  0.53772467 0.54975206 0.55333745
 0.53332013 0.54538053 0.52640951 0.51626253 0.53721017 0.52348477
 0.52753073 0.50907218 0.52394766 0.52177352 0.53306597 0.53697801
 0.51953691 0.54552126 0.53695267 0.53425759 0.54302871 0.54058892
 0.53177261 0.55192685 0.5266248  0.56174296 0.55216807 0.55420542
 0.55940491 0.55995595 0.57256669 0.56304097 0.57474971 0.56345272
 0.57508934 0.59166569 0.58669794 0.60780817 0.61622041 0.60807431
 0.61810136 0.63134384 0.651739   0.649261   0.63274866 0.64717966
 0.65068609 0.67516685 0.6696856  0.70219952 0.68032694 0.72114849
 0.72273064 0.72230035 0.74545676 0.7716192  0.76605463 0.80200684
 0.81315857 0.82827634 0.83724856 0.84656364 0.8789525  0.89562213
 0.91332686 0.94001144 0.95829242 1.01034772 1.02537692 1.03172231
 1.08528006 1.12155783 1.17556489 1.17328155 1.22924316 1.30248487
 1.34375107 1.3860786  1.44669902 1.52568316 1.5354656  1.53808236
 1.54954123 1.53571379 1.5340811  1.5788691  1.56220734 1.58782387
 1.58037055 1.58731329 1.60117972 1.61596763 1.64597762 1.83915091
 2.17968369 2.25224566 2.26908684 2.31190062 2.33809733 2.35025215
 2.38604569 2.3966279  2.41250873 2.4601233  2.48551178 2.50925946
 2.54569864 2.57466125 2.61020827 2.63322115 2.68717337 2.73090887
 2.76703072 2.8255744  2.84338522 2.92873621 2.97838664 3.03419733
 3.08221006 1.04695809 1.00722837 1.00519288 0.97622508 0.96092343
 0.96548659 0.97430527 0.95994622 0.97706163 0.95392126 0.95948267
 0.96486193 0.995758   1.00016499 0.99734181 1.0623126  4.
 4.         4.         4.         2.05394292 2.01912022 1.97282791
 1.96541345 1.98085964 1.97251213 2.00454545 2.02173448 3.07267594
 3.0364759  3.04745865 3.06230307 3.14439702 4.         4.
 4.         4.         4.         4.         4.         4.        ]",0.509072185,4,1.627566485,1.180792626,1.140337706,10,0
"geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","[4.         4.         4.         4.         4.         4.
 4.         3.05775619 3.02794027 3.03807425 2.00383639 1.9622308
 1.9397732  1.94094038 1.9397285  1.9483403  1.97357452 1.99083698
 4.         4.         4.         0.99162745 0.9542951  0.93435425
 0.91074759 0.92781121 0.91538322 0.90901411 0.89496648 0.91069722
 0.90939659 0.92981285 0.92375755 0.92788291 0.94300085 0.970406
 1.02351058 2.45541358 2.43922639 2.44114304 2.45616341 2.51199555
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         1.75001454 1.73210609 1.72004712 1.70581627
 1.69843447 1.70831811 1.7254802  1.73701823 1.79280877 3.34392643
 3.31291389 3.30356431 3.28070331 3.25520682 3.23572874 3.2300086
 3.19079614 3.07986879 2.85765696 2.67130637 2.55448413 2.55612898
 2.56203318 2.53081703 2.54841495 2.51551604 2.52937508 2.52173662
 2.5311079  2.41675401 2.32596159 2.24601603 2.18421125 2.12768579
 2.04894304 2.00074577 1.94063509 1.87402713 1.83795428 1.78026092
 1.75744474 1.70948398 1.64684188 1.62512636 1.59762931 1.56103265
 1.50990021 1.49934042 1.47827601 1.44182324 1.41594958 1.39826095
 1.39597058 1.35163379 1.35661829 1.32417905 1.3149842  1.30245924
 1.27191639 1.24943817 1.23174    1.22292364 1.20874882 1.20732081
 1.18888378 1.16057336 1.15843391 1.16039383 1.13873291 1.14332318
 1.1242528  1.10170841 1.12675738 1.09082365 1.07634258 1.06261432
 1.09590006 1.09066117 1.08423924 1.05037737 1.07846785 1.05955863
 1.06251955 1.06023347 1.05288112 1.02622306 1.05862629 1.02367306
 1.04028797 1.03657854 1.04301131 1.04088247 1.02061653 1.01696801
 1.02296281 1.01549327 0.99832171 0.96816498 0.9390282  0.91753894
 0.90951449 0.86805964 0.85052234 0.8394773  0.81697786 0.80090451
 0.79212284 0.76767915 0.75831193 0.73553097 0.72850972 0.69717556
 0.70937395 0.71586585 0.66686994 0.68491954 0.68271351 0.66338903
 0.63496298 0.64649981 0.64869982 0.63461071 0.61171734 0.60413569
 0.59782201 0.59235847 0.59219873 0.58698946 0.58635736 0.60423589
 0.58249277 0.58218038 0.58725524 0.5766663  0.55603492 0.56193966
 0.55369389 0.55409205 0.55739582 0.5658204  0.53872317 0.53682041
 0.55573136 0.56232518 0.54200846 0.53605771 0.54756254 0.52230692
 0.53689378 0.52744824 0.52496481 0.53613853 0.52053553 0.54242283
 0.54005337 0.51711041 0.52798629 0.51188558 0.5400399  0.52337933
 0.51381278 0.56132209 0.52949458 0.53386742 0.55599058 0.52253675
 0.54744339 0.55512851 0.53844053 0.54751211 0.5525884  0.56642616
 0.55036879 0.55821353 0.56531173 0.55869222 0.58604777 0.58223236
 0.58100682 0.57807177 0.59049451 0.62141579 0.59765822 0.61775148
 0.62369001 0.6091218  0.6305939  0.6252076  0.62763482 0.65099496
 0.67970687 0.68331563 0.67798036 0.69749928 0.6911149  0.7054407
 0.71886414 0.72404808 0.7564941  0.75902885 0.75132596 0.79065657
 0.83227676 0.81565356 0.85611832 0.86258638 0.86537933 0.89212704
 0.90199316 0.93652904 0.96069109 0.97584552 1.0164398  1.04411876
 1.08266604 1.12809169 1.14642835 1.17504549 1.22522998 1.29989433
 1.33402812 1.4122901  1.45222139 1.53178012 1.52871144 1.53227031
 1.53151679 1.54411209 1.55320895 1.54266536 1.56673133 1.57364905
 1.60049307 1.61039376 1.5933758  1.60330915 1.62486792 1.83951795
 2.17533135 2.2621994  2.25940728 2.29060268 2.33568597 2.3612206
 2.37170219 2.39702463 2.41364837 2.45336699 2.47247815 2.51106524
 2.55345583 2.57750797 2.60641289 2.65269184 2.69611859 2.7248137
 2.7842896  2.82212019 2.85634494 2.92415667 2.97923994 3.04361701
 3.11340714 1.03520787 1.01671517 0.99999171 0.97690946 0.97127765
 0.96889067 0.96868724 0.96041685 0.95220929 0.94297349 0.94855142
 0.96393907 0.98178321 1.0014565  0.99785727 1.07003415 4.
 4.         4.         4.         2.06186986 2.00477409 1.9965899
 1.96914518 1.95850658 1.97930706 1.98671031 2.02176428 3.04142523
 3.03988719 3.04272056 3.08002782 3.14658952 4.         4.
 4.         4.         4.         4.         4.         4.        ]",0.511885583,4,1.626418536,1.180725102,1.144875765,10,0
"geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","[4.         4.         4.         4.         4.         4.
 4.         3.06724453 3.03096724 3.01515746 2.03128242 1.97276604
 1.9584285  1.94175684 1.93044591 1.94116712 1.962502   2.00885558
 4.         4.         4.         0.98622173 0.9539305  0.94879264
 0.92388827 0.92121369 0.92130834 0.91311973 0.89781123 0.89117646
 0.90016586 0.9056794  0.9347375  0.92071533 0.93677968 0.96733904
 1.01779056 2.43848443 2.4293859  2.44947219 2.4635365  2.48261786
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         1.75664103 1.72074425 1.7198149  1.69388831
 1.69731343 1.71859527 1.73285186 1.72175717 1.77723074 3.34037971
 3.32623577 3.27951431 3.26633573 3.2803688  3.22326732 3.22251534
 3.20564365 3.0803597  2.87950826 2.6847558  2.57444692 2.55753374
 2.56083131 2.53682756 2.54109931 2.51817393 2.53072953 2.52069402
 2.51621747 2.44147778 2.33303213 2.2676692  2.2006793  2.12222075
 2.05594134 1.99038041 1.93778908 1.87530887 1.82173908 1.78448296
 1.74041331 1.70732594 1.65256691 1.62356567 1.59933591 1.54519701
 1.51755893 1.51205194 1.46637952 1.44770193 1.43001485 1.39626873
 1.38756621 1.36308384 1.32209504 1.33496428 1.2877866  1.26931548
 1.25947535 1.27407622 1.23294055 1.23267686 1.19798791 1.21255219
 1.16634786 1.18860006 1.15976381 1.1610986  1.15371144 1.14359021
 1.12256861 1.12310743 1.10616338 1.12002194 1.11552012 1.09148753
 1.08864892 1.08177722 1.07817495 1.07032573 1.06349635 1.05546725
 1.06697881 1.04066384 1.06026602 1.03947151 1.03985751 1.02880955
 1.04426432 1.02060068 1.05505621 1.01495135 1.01505864 1.02118742
 1.0415349  1.01204967 0.98973012 0.96146142 0.94295436 0.91618282
 0.90598005 0.88409019 0.84782422 0.83317417 0.81025845 0.79448265
 0.78638965 0.78341901 0.75890392 0.73501331 0.73548394 0.72073072
 0.71303624 0.71238375 0.67843592 0.68490684 0.69031936 0.66527027
 0.64333868 0.65435743 0.64418972 0.64194304 0.62256533 0.62823993
 0.62347686 0.59746796 0.58649635 0.58773941 0.61583632 0.59661889
 0.58613944 0.56341285 0.56390864 0.56000102 0.55089086 0.54905415
 0.56988287 0.53135979 0.55826074 0.53332216 0.55101401 0.53700149
 0.53550774 0.53347629 0.53115994 0.53149289 0.53314227 0.54347551
 0.52415985 0.52854234 0.54573399 0.53229862 0.52808303 0.52752846
 0.52850437 0.51158291 0.52714986 0.54441833 0.54008472 0.5361619
 0.52287638 0.52285355 0.53399581 0.54663438 0.52732038 0.55792576
 0.54158008 0.55606931 0.53754312 0.54892975 0.54747754 0.5734911
 0.54649848 0.56377012 0.5792008  0.5735867  0.5650391  0.5858674
 0.58206755 0.59719241 0.5890249  0.59622258 0.61785263 0.6119622
 0.61191469 0.61665869 0.63450485 0.64857018 0.64152074 0.64751083
 0.65492451 0.6594671  0.69438124 0.69059503 0.69737685 0.71214998
 0.72225434 0.72710299 0.73685807 0.76099193 0.77650058 0.79148608
 0.80608803 0.83109319 0.84949648 0.8457945  0.89388996 0.90149689
 0.91731316 0.91696954 0.96200824 0.99312991 1.0184238  1.0562638
 1.06766546 1.11277211 1.14876556 1.20064414 1.24701512 1.29456162
 1.3375423  1.40804493 1.47133958 1.51575387 1.51727569 1.54625463
 1.54437685 1.54586613 1.56515515 1.56211054 1.57157815 1.57673609
 1.57534146 1.58480906 1.60654485 1.62669599 1.63404953 1.83129072
 2.17496276 2.26563311 2.26873302 2.30912924 2.31336141 2.36337709
 2.37548065 2.39979148 2.44274282 2.42917514 2.48412609 2.49747634
 2.55602074 2.57890201 2.63247085 2.64461255 2.70674777 2.71486306
 2.77041197 2.81437922 2.87562776 2.94588399 2.98389983 3.01954126
 3.08456564 1.04708898 1.02513671 1.0014329  0.9754054  0.98203963
 0.96501547 0.96299231 0.95264143 0.96276033 0.95844704 0.9599455
 0.96008056 0.95596594 0.99046433 1.01408875 1.07119799 4.
 4.         4.         4.         2.05068707 2.01843166 1.97833896
 1.96632254 1.96590555 1.95286727 1.98683643 2.04506373 3.05889225
 3.05916142 3.03228116 3.06763077 3.14868999 4.         4.
 4.         4.         4.         4.         4.         4.        ]",0.511582911,4,1.626984299,1.180559986,1.151238501,10,0
"geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","[4.         4.         4.         4.         4.         4.
 4.         3.06658006 3.02211714 3.02613521 2.04597878 1.99642682
 1.95503592 1.93420947 1.93580675 1.95469141 1.95753551 1.98888934
 4.         4.         4.         0.96943611 0.94471836 0.95016801
 0.93087649 0.921637   0.90178567 0.9068929  0.90380377 0.90055329
 0.91867381 0.91070783 0.92118627 0.92952198 0.94021171 0.96316302
 1.01959181 2.44367743 2.42687964 2.42766833 2.44802427 2.49492121
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         1.7546401  1.72915566 1.7162497  1.72933733
 1.71241677 1.71499872 1.71706223 1.72982979 1.77863002 3.35868287
 3.32783628 3.29695868 3.28042316 3.24525595 3.24276042 3.21116734
 3.17256355 3.07374334 2.86539173 2.71707821 2.57387543 2.55575275
 2.55411315 2.54676723 2.52211285 2.54819942 2.52536011 2.53512049
 2.51513743 2.40249228 2.33428717 2.25842857 2.19178557 2.12110901
 2.06422234 1.98527372 1.940588   1.87374985 1.83702278 1.78922582
 1.75774908 1.70117366 1.66258311 1.6327877  1.58882916 1.56635594
 1.52383864 1.5026933  1.48168516 1.45707989 1.42464507 1.40935493
 1.39799619 1.3682735  1.32902014 1.3334471  1.3020438  1.27851152
 1.28490603 1.24446571 1.22825551 1.20653594 1.22001219 1.19146407
 1.17128313 1.17199576 1.1627928  1.1626246  1.14774644 1.13476896
 1.11574984 1.11376894 1.12081099 1.10289955 1.11319077 1.08325303
 1.08217585 1.08558297 1.07931995 1.0538826  1.05710292 1.06350172
 1.06746733 1.05141211 1.03078055 1.04556394 1.0412575  1.04798746
 1.01917922 1.01698351 1.04110181 1.01709104 1.01446056 1.01985061
 1.03214061 1.03075004 1.00009274 0.9799214  0.93667972 0.91570085
 0.88510466 0.8696394  0.84377044 0.84030008 0.8142181  0.80988216
 0.77861965 0.76624656 0.78020614 0.75204295 0.73990709 0.73180979
 0.70918238 0.69463962 0.69200283 0.67103779 0.665214   0.66871083
 0.64525425 0.63991332 0.63412529 0.6340552  0.62168491 0.62072289
 0.60320789 0.59824228 0.58068407 0.57009333 0.59088308 0.59418809
 0.58525026 0.58024383 0.5785383  0.58590144 0.57291138 0.55481625
 0.54331589 0.54539645 0.55229986 0.55111814 0.53290206 0.54400194
 0.53546911 0.5534566  0.55170465 0.54511493 0.53934789 0.54266602
 0.5287205  0.51987678 0.52053469 0.5364641  0.55370623 0.54267311
 0.52481294 0.51975548 0.53240418 0.54411548 0.5234428  0.55264151
 0.53228945 0.52821648 0.53074461 0.53429157 0.53976369 0.52748543
 0.54332107 0.55131996 0.54720235 0.56079632 0.5724768  0.5633288
 0.55337685 0.58225322 0.55404723 0.57477164 0.56763959 0.58342987
 0.59943628 0.57535988 0.59149349 0.59383249 0.58286399 0.61923289
 0.62945664 0.61335164 0.63964772 0.60947794 0.64499485 0.65387595
 0.65992528 0.67191744 0.67153531 0.68137008 0.69585228 0.70652032
 0.71946943 0.73563278 0.74390173 0.7533443  0.76836133 0.7955938
 0.8168233  0.83524996 0.83161336 0.8550902  0.87472945 0.8913483
 0.91732353 0.92746371 0.98643827 0.99573523 1.02103949 1.03943563
 1.0967201  1.10568118 1.15201545 1.16835177 1.23563707 1.30950904
 1.34175467 1.40772331 1.44546378 1.51875615 1.52497697 1.54031277
 1.53087592 1.54633713 1.5333674  1.55179405 1.59379554 1.58026195
 1.59288311 1.59997761 1.61193156 1.63004124 1.61540902 1.83392191
 2.15769672 2.25749087 2.2984755  2.31782866 2.32771826 2.34221864
 2.37429285 2.4080267  2.41481829 2.43773317 2.50623822 2.49752378
 2.55899096 2.58042002 2.61169243 2.63640666 2.71860337 2.73976541
 2.77657652 2.81753826 2.88192701 2.90951848 2.97411156 3.04575777
 3.09331656 1.0579294  1.02464736 1.00098896 0.98793912 0.97070956
 0.95160872 0.98050433 0.9611218  0.93080705 0.96212971 0.97591686
 0.98143774 0.98847705 1.00117803 1.01576293 1.06353974 4.
 4.         4.         4.         2.03799987 2.01175117 1.99117482
 1.97847712 1.96984041 1.9647361  2.01031756 2.02860498 3.06413603
 3.03457403 3.05891109 3.07538915 3.15203261 4.         4.
 4.         4.         4.         4.         4.         4.        ]",0.519755483,4,1.627362233,1.180857258,1.149880946,10,0
"geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","[4.         4.         4.         4.         4.         4.
 4.         3.07040453 3.04678655 3.01761985 2.04384613 1.97535157
 1.95655441 1.93855608 1.9666822  1.95135772 1.95639324 2.01540351
 4.         4.         4.         0.98845226 0.95063764 0.9381218
 0.92357969 0.92809618 0.92074531 0.91995591 0.91737711 0.90079653
 0.90635997 0.89585036 0.92160338 0.9316529  0.94388062 0.96256089
 1.02202833 2.43040609 2.43186164 2.44869137 2.44158316 2.51179552
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         1.72892511 1.70759284 1.69743121 1.69508708
 1.70283818 1.70546901 1.71423507 1.74230373 1.80511677 3.34636688
 3.32451606 3.31204605 3.25282073 3.25086594 3.23523808 3.19894171
 3.20612693 3.06614327 2.86629581 2.67476916 2.57974434 2.58149314
 2.54911661 2.54877114 2.53757119 2.52672148 2.5236659  2.51820183
 2.51118183 2.43489194 2.31584215 2.26637125 2.18924713 2.1076169
 2.04750395 1.98775959 1.93900609 1.86948609 1.82851064 1.79290295
 1.75268841 1.70516455 1.6734947  1.62325943 1.57985902 1.57745898
 1.53476298 1.50949883 1.48281801 1.45402956 1.42577612 1.40601957
 1.39060664 1.33596671 1.36495578 1.32956254 1.30084693 1.29225683
 1.26274455 1.25879121 1.23102009 1.22496772 1.19610369 1.19160342
 1.165977   1.16266119 1.16281843 1.14664602 1.15158808 1.13292778
 1.11481822 1.12945712 1.10775399 1.09871733 1.09557724 1.09179103
 1.07159793 1.05654776 1.08934379 1.07005119 1.07541537 1.05448031
 1.05033612 1.05234754 1.04187417 1.051314   1.04010904 1.03293502
 1.01853478 1.03683221 1.03748989 1.0063386  1.02448821 1.03138697
 1.01517916 1.02533531 0.99203825 0.99031019 0.95324886 0.92308402
 0.9036383  0.88464063 0.8545447  0.81834465 0.82661557 0.8082087
 0.78662914 0.77568579 0.76501691 0.75894833 0.74376744 0.72803956
 0.70667708 0.70410597 0.67294276 0.6705364  0.66382796 0.66380167
 0.65758395 0.63970774 0.63699216 0.6240952  0.61908263 0.62207556
 0.60091221 0.6146875  0.59801215 0.59686178 0.58666384 0.61103016
 0.58052772 0.56950581 0.57381493 0.57410538 0.55160928 0.56555945
 0.56204659 0.55495709 0.53869832 0.5407263  0.5338136  0.51982826
 0.53758299 0.53394729 0.54308349 0.53452611 0.53660572 0.53051829
 0.53289503 0.53906655 0.53203386 0.53729039 0.52298152 0.54675567
 0.51339567 0.52494192 0.51902157 0.51340824 0.52034748 0.53033322
 0.52798563 0.51281154 0.56935155 0.52164656 0.55071867 0.53825736
 0.52903605 0.53137326 0.56237358 0.56105953 0.54013652 0.56591588
 0.54153371 0.57435751 0.54830843 0.56725216 0.57408446 0.58576882
 0.59519106 0.60162634 0.59870934 0.60734373 0.60794705 0.60918474
 0.60467225 0.63113505 0.63144714 0.63238966 0.64804029 0.66014147
 0.6570875  0.66096246 0.66942984 0.68391883 0.70790106 0.71115059
 0.6959812  0.71671695 0.74236053 0.74253339 0.77590907 0.78574967
 0.79511607 0.81379682 0.84763956 0.85097784 0.87096184 0.89903218
 0.9310838  0.94129294 0.96430576 0.97919285 1.01171505 1.05784321
 1.06730247 1.12284493 1.15387344 1.19167626 1.24880064 1.27700222
 1.35530734 1.39662886 1.45909679 1.52492106 1.53516829 1.53259933
 1.54041946 1.54015648 1.56137359 1.57397401 1.57142127 1.56386077
 1.58410096 1.59067678 1.59983993 1.61397147 1.62672091 1.83412886
 2.16427302 2.26544333 2.2738471  2.31365919 2.32222939 2.3400023
 2.367311   2.39941716 2.41976047 2.45183825 2.49613547 2.51150632
 2.54957366 2.5739975  2.62181211 2.65052533 2.71376586 2.72619486
 2.76650286 2.81885576 2.86653161 2.92694402 2.99149132 3.04315209
 3.08929276 1.03191042 1.01807749 0.99002671 0.99585092 0.96840727
 0.96531564 0.95956409 0.95001698 0.95849788 0.96394479 0.96708101
 0.96824986 0.9887917  0.99436033 1.02692235 1.06825864 4.
 4.         4.         4.         2.07150102 2.00056505 1.98336315
 1.96059251 1.97335505 1.96242809 2.01543903 2.02934766 3.06209111
 3.02434158 3.03300714 3.05859041 3.18380833 4.         4.
 4.         4.         4.         4.         4.         4.        ]",0.512811542,4,1.626591762,1.181404754,1.149117053,10,0
"geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)","[4.         4.         4.         4.         4.         4.
 4.         3.07240057 3.01959276 3.02907491 2.03061485 1.98735046
 1.95961952 1.96181881 1.94621551 1.95777309 1.95063221 1.98671925
 4.         4.         4.         0.98258549 0.94741446 0.93950462
 0.93543494 0.91710728 0.90836465 0.90624619 0.89886427 0.90119499
 0.90649933 0.9239161  0.92333776 0.91549319 0.94795382 0.95626223
 0.99479264 2.42677927 2.42948747 2.44251084 2.45949459 2.49307227
 4.         4.         4.         4.         4.         4.
 4.         4.         4.         4.         4.         4.
 4.         4.         1.76766729 1.73387587 1.69590056 1.70892167
 1.70004261 1.7099359  1.71784055 1.74325216 1.78452659 3.34157062
 3.31989884 3.30377841 3.28390408 3.24276805 3.22871947 3.20998645
 3.18892217 3.07969642 2.8522656  2.67208576 2.56636024 2.58016515
 2.55575824 2.5401845  2.53620362 2.52663827 2.51892591 2.52073455
 2.51375508 2.42210031 2.33721685 2.23798871 2.16944337 2.11118722
 2.05074263 1.98926461 1.93455279 1.87543011 1.81925488 1.80253494
 1.74195099 1.70915067 1.66285276 1.62036872 1.60300708 1.55198443
 1.53406787 1.49993503 1.47811854 1.45451224 1.43435752 1.40114248
 1.41097605 1.37039924 1.31796288 1.32504392 1.31613636 1.303231
 1.27993703 1.25542819 1.2423867  1.21442842 1.19924772 1.20152843
 1.19407058 1.16596031 1.15643227 1.15964508 1.1502403  1.13862622
 1.12489951 1.12063062 1.11041808 1.09328318 1.08847463 1.09337831
 1.0840764  1.07613349 1.07976663 1.05818784 1.0516696  1.04197145
 1.05180717 1.03935146 1.03858304 1.04010761 1.03163934 1.04875314
 1.04528928 1.05998099 1.01101327 1.03037369 1.05761242 1.02753282
 1.02205372 1.03885305 0.99168837 0.96780688 0.94915301 0.92106307
 0.90129805 0.87112486 0.85078806 0.84689146 0.82671517 0.80845213
 0.78780037 0.77039689 0.77331859 0.75462794 0.72555512 0.71919888
 0.71660662 0.71370095 0.69811934 0.70622563 0.66588455 0.6619575
 0.67245561 0.65708983 0.62851757 0.61683708 0.63421851 0.61812121
 0.6030972  0.59117961 0.59480757 0.58951753 0.59801513 0.57636815
 0.59715813 0.57872987 0.5859713  0.56588221 0.55910903 0.55332899
 0.54715186 0.5576151  0.5616281  0.54975021 0.54467374 0.54420006
 0.54640067 0.53267741 0.55342042 0.53737044 0.53641379 0.52588153
 0.54206115 0.54323477 0.52737397 0.53560174 0.54265016 0.5105902
 0.51975232 0.53933191 0.55216557 0.53347081 0.52081656 0.55035073
 0.53691143 0.54649627 0.53750676 0.53680176 0.54723644 0.5633899
 0.54179984 0.55511975 0.55377865 0.54888582 0.55002367 0.54938436
 0.56331331 0.56051987 0.57862413 0.57498604 0.57537603 0.58867776
 0.58821464 0.60170424 0.59034377 0.60436821 0.59661996 0.62605911
 0.60682076 0.61434013 0.63517624 0.64013147 0.6564368  0.65557379
 0.67700362 0.68166035 0.68588775 0.69956595 0.68334782 0.70789015
 0.72395855 0.72351056 0.75015396 0.76455432 0.77025068 0.7951957
 0.78680885 0.8224104  0.82661456 0.86464345 0.8757053  0.89056063
 0.92316347 0.95335203 0.96861321 0.96839267 1.01467156 1.06463957
 1.07421637 1.12331104 1.15902483 1.18090081 1.24156666 1.28817308
 1.32903683 1.40411258 1.45842957 1.53718698 1.51446033 1.53487813
 1.53898418 1.53954363 1.54656696 1.55969632 1.56574726 1.56777811
 1.57641888 1.58044302 1.60732615 1.61635911 1.64021087 1.822613
 2.17182875 2.26801276 2.26983643 2.29017949 2.33163118 2.33931088
 2.3714633  2.40668797 2.42324138 2.45870018 2.48436475 2.50786519
 2.53880262 2.576617   2.61061788 2.65418816 2.68928385 2.74050784
 2.78804898 2.82194853 2.88477087 2.93150043 2.97046781 3.028157
 3.08925819 1.0574429  1.01623189 1.00291705 0.98668689 0.97432381
 0.97004604 0.96411878 0.95920396 0.95409244 0.97957754 0.97495884
 0.97840804 0.98563468 0.99898458 1.02840483 1.0619781  4.
 4.         4.         4.         2.05562019 1.99173248 1.9735688
 1.98179066 1.97487974 1.98006225 1.98509908 2.04223108 3.06392193
 3.04463887 3.0390532  3.0570879  3.13873529 4.         4.
 4.         4.         4.         4.         4.         4.        ]",0.510590196,4,1.627603734,1.17796971,1.153336287,10,0
